Handle,Title,Body,Vendor,Type,Tags,Published,Option1 Name,Option1_Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant_Grams,Variant_Inventory_Tracker,Variant_Inventory_Qty,Variant_Inventory_Policy,Variant_Fulfillment_Service,Variant_Price,Variant Compare At Price,Variant_Requires_Shipping,Variant_Taxable,Variant Barcode,Image_Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
classic-leather-jacket,,,,,,,,xl,,,,,,204,shopify,3,continue,manual,32,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,
classic-leather-jacket,,,,,,,,xxl,,,,,,367,shopify,14,continue,manual,41,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,
floral-white-top,Floral White Top,Stylish sleeveless white top with a floral pattern.,Liam Fashions,,women,TRUE,Title,xs,,,,,,370,shopify,10,continue,manual,60,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0018/5617/6150/products/city-woman-fashion_925x_2x_ee873798-6f63-4d75-932d-297a182d9047.jpg?v=1545334611,1,woman wearing subtle floral top against a red background,FALSE,,,,,,,,,,,,,,,,,g,,
floral-white-top,,,,,,,,small,,,,,,251,shopify,20,continue,manual,36,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,
floral-white-top,,,,,,,,medium,,,,,,364,shopify,13,continue,manual,39,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,
floral-white-top,,,,,,,,large,,,,,,256,shopify,18,continue,manual,59,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,
floral-white-top,,,,,,,,xl,,,,,,287,shopify,0,continue,manual,60,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,
floral-white-top,,,,,,,,xxl,,,,,,462,shopify,8,continue,manual,78,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,
striped-silk-blouse,Striped Silk Blouse,Ultra-stylish black and red striped silk blouse with buckle collar and matching button pants.,Liam Fashions,,women,TRUE,Title,xs,,,,,,216,shopify,2,continue,manual,56,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0018/5617/6150/products/striped-blouse-fashion_925x_56d1714f-a5d7-4d75-b5cf-64845bbe0025.jpg?v=1545334951,1,woman wearing black and red silk blouse,FALSE,,,,,,,,,,,,,,,,,g,,
striped-silk-blouse,,,,,,,,small,,,,,,307,shopify,7,continue,manual,42,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,
striped-silk-blouse,,,,,,,,medium,,,,,,440,shopify,8,continue,manual,31,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,
striped-silk-blouse,,,,,,,,large,,,,,,263,shopify,4,continue,manual,57,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,
striped-silk-blouse,,,,,,,,xl,,,,,,273,shopify,10,continue,manual,40,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,
striped-silk-blouse,,,,,,,,xxl,,,,,,326,shopify,7,continue,manual,73,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,
yellow-wool-jumper,Yellow Wool Jumper,Knitted jumper in a soft wool blend with low dropped shoulders and wide sleeves and think cuffs. Perfect for keeping warm during Fall.,Liam Fashions,,women,TRUE,Title,xs,,,,,,244,shopify,6,continue,manual,48,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0018/5617/6150/products/autumn-photographer-taking-picture_925x_575b7499-1d00-45f0-9d4d-98b1d90ae9a4.jpg?v=1545335092,1,woman taking a picture wearing a yellow wool jumper,FALSE,,,,,,,,,,,,,,,,,g,,
yellow-wool-jumper,,,,,,,,small,,,,,,457,shopify,4,continue,manual,46,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,
yellow-wool-jumper,,,,,,,,medium,,,,,,224,shopify,11,continue,manual,77,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,
yellow-wool-jumper,,,,,,,,large,,,,,,332,shopify,7,continue,manual,58,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,
yellow-wool-jumper,,,,,,,,xl,,,,,,217,shopify,14,continue,manual,44,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,
yellow-wool-jumper,,,,,,,,xxl,,,,,,326,shopify,13,continue,manual,74,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,
classic-varsity-top,Classic Varsity Top,"Womens casual varsity top, This grey and black buttoned top is a sport-inspired piece complete with an embroidered letter.",Liam Fashions,,women,TRUE,Title,xs,,,,,,416,shopify,8,continue,manual,76,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0018/5617/6150/products/casual-fashion-woman_925x_400a5af0-2457-49d9-9ef2-029a9850d738.jpg?v=1545334520,1,woman wearing light gray cotton varsity jacket,FALSE,,,,,,,,,,,,,,,,,g,,
classic-varsity-top,,,,,,,,small,,,,,,290,shopify,7,continue,manual,62,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,
classic-varsity-top,,,,,,,,medium,,,,,,263,shopify,6,continue,manual,73,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,
classic-varsity-top,,,,,,,,large,,,,,,351,shopify,20,continue,manual,31,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,
classic-varsity-top,,,,,,,,xl,,,,,,217,shopify,7,continue,manual,64,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,
classic-varsity-top,,,,,,,,xxl,,,,,,466,shopify,6,continue,manual,43,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,
ocean-blue-shirt,Ocean Blue Shirt,Ocean blue cotton shirt with a narrow collar and buttons down the front and long sleeves. Comfortable fit and tiled kalidoscope patterns.,Liam Fashions,,men,TRUE,Title,xs,,,,,,212,shopify,9,continue,manual,37,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0018/5617/6150/products/young-man-in-bright-fashion_925x_f7029e2b-80f0-4a40-a87b-834b9a283c39.jpg?v=1545334792,1,Man wearing a patterned ocean blue collared shirt,FALSE,,,,,,,,,,,,,,,,,g,,
ocean-blue-shirt,,,,,,,,small,,,,,,426,shopify,4,continue,manual,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,
ocean-blue-shirt,,,,,,,,medium,,,,,,496,shopify,5,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,
ocean-blue-shirt,,,,,,,,large,,,,,,416,shopify,1,continue,manual,68,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,
ocean-blue-shirt,,,,,,,,xl,,,,,,245,shopify,13,continue,manual,54,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,
ocean-blue-shirt,,,,,,,,xxl,,,,,,263,shopify,3,continue,manual,79,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,
